,Temperature,Humidity,Wind Speed,Precipitation (%),Atmospheric Pressure,UV Index,Visibility (km),Cloud Cover_clear,Cloud Cover_cloudy,Cloud Cover_overcast,Cloud Cover_partly cloudy,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,Location_coastal,Location_inland,Location_mountain,Weather Type,prediction
11484,0.2236480142360534,0.3643626429721211,1.9041195569494838,1.5754504870232842,0.3077683037555703,1.5487074871342765,-0.2895499728990174,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1
12416,-1.2730808598596615,0.1668360693214107,0.31294131051137863,0.23160903767224378,-0.46091044540218645,-0.785146344144231,-0.4377995590233143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
12657,-1.5033468404897714,0.7100341468608643,1.1085304337304311,0.3566175445886196,-0.6826497885327203,-1.0444634365085097,-0.5860491451476112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
12596,-0.12175095670911157,0.8581790770988972,-0.6273003805656835,0.8253994455250291,0.26357919838230265,-1.0444634365085097,-0.4377995590233143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1
3965,0.2812145093935809,0.06807278249605551,-0.9889318002107074,-0.45593775036782336,-0.13491656624130766,-0.26651215941567374,0.7481971299710609,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
10011,1.7779433834892957,1.7964303019397716,1.831793273020479,0.6066345584213714,-0.05209506934410357,1.8080245794985552,-0.882548317396205,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0
12926,-0.985248384072024,1.3519955112256732,-0.6996266644946882,0.8253994455250291,-0.6908525565960233,-1.0444634365085097,-1.030797903520502,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
5215,0.2812145093935809,-1.3146132330589173,-0.6996266644946882,-1.581014312615206,0.20827666531036676,1.5487074871342765,-0.14130038677472048,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,3
464,0.7417464706538008,-0.4751252950433981,-0.33799524484966437,-0.33092924345144753,0.10402212928001879,-0.785146344144231,0.4516979577224671,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
12517,-1.9638788017499913,0.3643626429721211,-0.6273003805656835,0.7316430653377471,-0.684766631903896,0.7707562100414407,-0.4377995590233143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
2140,-0.12175095670911157,-0.1788354345673325,0.529920162298393,1.2941813464614385,-0.12195090059286331,-1.0444634365085097,-1.030797903520502,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1
4413,-1.6184798308048265,1.00632400733693,1.0362041498014265,1.2629292197323445,-0.23308517757952832,-1.0444634365085097,-0.2895499728990174,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
1534,-0.23688394702416657,1.500140441463706,2.9890138158845554,0.9816600791704989,0.23553102371423834,-0.26651215941567374,-1.030797903520502,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
3885,1.893076373804351,1.993956875590482,1.831793273020479,1.1066685860868748,0.19266494544795362,1.289390394769998,-1.030797903520502,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0
728,0.2236480142360534,0.31498099955944353,0.4575938783693882,-0.17466860980597773,0.3196755477184283,-0.5258292517799524,0.8964467160953579,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0
3749,-1.5033468404897714,1.1050872941622851,0.7468990140854073,0.856651572254123,-0.459322812873807,-0.785146344144231,-0.5860491451476112,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
10005,-0.35201693733922157,-0.6726518686941085,-0.04869010913364527,-0.5496941305551053,-0.014785704927152993,-0.26651215941567374,0.8964467160953579,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0
8073,-1.6184798308048265,1.3026138678129955,0.6745727301564025,-0.11216435634778979,-0.5744261711814237,-1.0444634365085097,-1.1790474896447989,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
12940,0.6841799754962734,0.4137442863847987,0.4575938783693882,-0.17466860980597773,0.0854997497822433,-0.007195067051395136,0.7481971299710609,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
2805,0.9144459561263834,-0.3269803648053653,-1.2782369359267265,-1.487257932427924,0.49960723426826376,1.5487074871342765,0.006949199349576417,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3,3
841,-1.676046325962354,0.018691139083377908,-0.2656689609206596,1.3566855999196263,-0.3471301142015557,-1.0444634365085097,-0.2895499728990174,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
6433,-0.9276818889144965,0.5125075732101539,-0.33799524484966437,0.8253994455250291,-0.33151839433914254,-1.0444634365085097,-0.2895499728990174,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
6916,1.0871454415989659,-0.2775987213926877,-1.0612580841397121,0.4503739247759015,3.1387817072801325,2.0673416718628337,0.006949199349576417,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0
779,-0.40958343249674906,1.2038505809876403,-0.04869010913364527,1.0129122058995927,-0.25848729803362086,-1.0444634365085097,-1.1790474896447989,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
6665,0.5690469851812184,-2.0553378842490813,-0.9166055162817026,-1.581014312615206,0.11725240034985972,0.5114391176771621,0.006949199349576417,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,3
4576,-0.40958343249674906,1.00632400733693,0.6745727301564025,0.6378866851504653,-0.28918152691565097,-0.785146344144231,-1.1790474896447989,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1
7476,0.5114804900236909,0.5125075732101539,1.6148144212334647,0.9191558257123109,-0.42439489724942564,2.0673416718628337,-1.1790474896447989,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
9890,1.432544412544131,0.018691139083377908,-0.9889318002107074,-1.2997451720533604,0.2680774905460475,1.289390394769998,0.7481971299710609,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3
8633,0.7417464706538008,-0.3763620082180429,-1.2782369359267265,-1.2372409185951725,0.2114519303671287,-0.785146344144231,0.8964467160953579,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
5141,0.10851502392099842,-0.623270225281431,0.16828874265336907,-0.20592073653507167,0.34534227359391745,-0.007195067051395136,0.7481971299710609,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0
1343,-0.17931745186663905,0.6606525034481867,1.0362041498014265,1.3566855999196263,-0.40666633401583985,-0.5258292517799524,-0.5860491451476112,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1
2158,-0.12175095670911157,0.11745442590873312,1.180856717659436,1.3879377266487203,0.25722866826877877,-0.26651215941567374,-0.4377995590233143,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1
7175,-0.006617966394056577,0.6606525034481867,-0.12101639306265005,0.4816260515049955,-0.11904024095749795,-0.5258292517799524,-1.030797903520502,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1
2301,1.202278431914021,-1.6602847369476605,-0.48264781270767393,-1.674770692802488,0.6155044088400732,0.25212202531288347,0.8964467160953579,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,3
3050,-1.445780345332244,-2.351627744725147,-0.9889318002107074,-0.768459017658763,-0.7093749360938018,0.7707562100414407,0.30344837159817023,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,3
10404,-0.985248384072024,1.3519955112256732,0.6022464462273978,1.1379207128159687,-0.3058516684636534,-0.785146344144231,-1.1790474896447989,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
10158,0.6266134803387459,1.8951935887651268,1.2531830015884406,0.887903698983217,-0.3693569695988893,1.8080245794985552,-1.4755466618933926,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1
4252,1.202278431914021,-0.8701784423448189,-0.48264781270767393,-1.2684930453242664,0.5932775534427366,0.25212202531288347,1.1929458883439517,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,3
749,0.7417464706538008,1.2038505809876403,0.7468990140854073,-0.08091222961869583,0.11328331902890804,-1.0444634365085097,-0.734298731271908,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
3789,0.7993129658113284,-0.9195600857574966,-1.422889503784736,-1.3309972987824543,0.11407713529309778,-0.007195067051395136,0.1551987854738733,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
12094,0.6841799754962734,0.4137442863847987,-0.33799524484966437,1.1379207128159687,-0.02245926214765977,-0.785146344144231,-0.882548317396205,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
7321,0.7993129658113284,-0.9195600857574966,-0.6996266644946882,-1.2684930453242664,0.08682277688922618,-0.785146344144231,0.5999475438467641,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
11480,-1.1579478695446066,1.4013771546383509,-0.5549740966366787,1.2316770930032506,-0.39184843041761946,1.5487074871342765,-1.1790474896447989,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
1170,0.5690469851812184,-0.1294537911546549,-1.2782369359267265,-1.2997451720533604,-0.008435174813629107,-0.26651215941567374,0.006949199349576417,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
4070,-0.40958343249674906,-0.8207967989321413,-0.19334267699165483,-0.705954764200575,0.11540016240008368,-0.007195067051395136,0.8964467160953579,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0
3285,-0.35201693733922157,-0.8207967989321413,-0.19334267699165483,-0.5809462572841992,0.04951341247227561,-0.785146344144231,0.5999475438467641,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0
2110,-1.330647355017189,1.0557056507496076,-0.2656689609206596,1.2004249662741566,-0.2172088522957186,-0.785146344144231,-0.4377995590233143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
11506,0.9720124512839109,0.9075607205115748,0.529920162298393,0.9504079524414049,0.40223243919423585,-1.0444634365085097,-0.2895499728990174,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,3
5119,0.9144459561263834,-0.0800721477419773,-0.12101639306265005,-1.674770692802488,0.34084398143017264,1.0300733024057194,-0.14130038677472048,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,3
7244,0.6266134803387459,0.31498099955944353,-0.4103215287786692,0.7003909386086532,-0.0012908284359124788,-0.26651215941567374,-0.5860491451476112,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
6912,-0.2944504421816941,1.6976670151144164,0.3852675944403834,1.3254334731905324,0.4112290235217255,0.25212202531288347,1.0446963022196547,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,3
2619,1.0871454415989659,0.5125075732101539,-1.422889503784736,0.32536541785952566,-3.191373788795959,2.585975856591391,0.8964467160953579,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3,3
547,-0.23688394702416657,-0.8701784423448189,0.6022464462273978,-0.2996771167223536,0.0013552257780533002,-0.5258292517799524,0.5999475438467641,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0
8940,0.6266134803387459,-0.42574365163072053,0.31294131051137863,-0.2996771167223536,0.3350226621594419,-0.5258292517799524,0.5999475438467641,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0
5381,0.16608151907852592,-0.4751252950433981,0.31294131051137863,-0.23717286326416565,0.08682277688922618,-0.5258292517799524,0.5999475438467641,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
4255,1.2598449270715484,0.018691139083377908,-0.19334267699165483,-1.0497281582206086,-1.6087687634215853,-1.0444634365085097,-1.3272970757690956,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
8311,-0.40958343249674906,0.1668360693214107,-0.6273003805656835,0.10660053075586794,0.24981971646966558,-1.0444634365085097,-0.4377995590233143,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1
6157,-1.3882138501747165,-0.030690504329299696,0.529920162298393,0.856651572254123,-0.19789265653375038,-1.0444634365085097,-0.5860491451476112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
949,1.3749779173866032,-1.9071929540110486,-0.8442792323526979,1.3566855999196263,-0.27727428295279594,1.8080245794985552,4.009688024705593,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,2
11938,-0.9276818889144965,-0.42574365163072053,-0.6273003805656835,0.9504079524414049,-0.20450779206867084,-1.0444634365085097,-1.3272970757690956,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
3884,0.7417464706538008,-2.005956240836404,-0.04869010913364527,-1.4247536789697361,0.3916482223383607,1.0300733024057194,0.7481971299710609,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3,3
1403,-0.06418446155158407,-0.22821707798001012,0.8192252980144121,1.3254334731905324,-0.23890649685025603,-0.785146344144231,-0.2895499728990174,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1
3046,-0.754982403441914,1.4507587980510284,-0.04869010913364527,1.0129122058995927,-0.31326062026276363,0.7707562100414407,-0.14130038677472048,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
1914,0.9720124512839109,0.018691139083377908,-0.9166055162817026,-1.2684930453242664,0.13895004490440016,1.5487074871342765,0.006949199349576417,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,3
12268,-0.40958343249674906,-0.2775987213926877,0.6745727301564025,-0.23717286326416565,0.09370251784554322,-0.007195067051395136,-0.14130038677472048,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0
9577,0.2812145093935809,0.9075607205115748,1.3978355694464504,0.4503739247759015,-0.2111229276035913,-0.785146344144231,-1.3272970757690956,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1
882,0.3387810045511084,-0.5738885818687534,0.529920162298393,-0.9872239047624207,-0.01981320793369098,-0.785146344144231,0.006949199349576417,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0
7376,0.2812145093935809,-0.1294537911546549,-1.422889503784736,-1.1434845384078904,0.2633145929609061,1.0300733024057194,0.8964467160953579,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3
8534,0.6266134803387459,0.4137442863847987,0.6745727301564025,-1.2059887918660785,0.1037575238586222,-0.5258292517799524,0.006949199349576417,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
4645,0.4539139948661634,0.4137442863847987,0.31294131051137863,0.887903698983217,0.3585725446637584,1.8080245794985552,-0.2895499728990174,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
6114,1.432544412544131,0.018691139083377908,-1.133584368068717,-1.3935015522406422,0.2201839092732248,1.289390394769998,0.8964467160953579,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3,3
12629,1.202278431914021,-2.2034828144871144,-0.5549740966366787,-1.45600580569883,0.19213573460516045,1.5487074871342765,0.30344837159817023,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3,3
12723,-1.1579478695446066,1.4013771546383509,-0.6273003805656835,1.2941813464614385,-0.4397420116904422,-0.785146344144231,-0.882548317396205,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
12650,-0.35201693733922157,-0.7220335121067861,-1.2782369359267265,1.3254334731905324,-1.3380774173326424,1.0300733024057194,-0.734298731271908,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,3
4654,-0.17931745186663905,0.8087974336862196,1.470161853375455,1.2316770930032506,0.33105358083849024,-1.0444634365085097,-0.2895499728990174,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1
11661,-0.35201693733922157,0.11745442590873312,-0.2656689609206596,-0.33092924345144753,0.2818369724586816,-0.007195067051395136,0.7481971299710609,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
122,-0.006617966394056577,-0.3269803648053653,-1.2782369359267265,-1.2372409185951725,0.27469262608096795,-0.5258292517799524,0.006949199349576417,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
273,1.2598449270715484,-1.7590480237730157,-0.9166055162817026,-1.518510059157018,0.41705034279245623,0.5114391176771621,0.7481971299710609,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3,3
12711,0.3387810045511084,-0.7714151555194637,-0.04869010913364527,-1.2059887918660785,0.5284492252005148,1.8080245794985552,0.5999475438467641,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3
4800,-1.5033468404897714,-0.3269803648053653,-1.2782369359267265,0.16910478421405586,-0.6307871259389459,-1.0444634365085097,-0.882548317396205,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
6988,0.2236480142360534,-0.2775987213926877,-0.5549740966366787,0.23160903767224378,-0.2582226926122243,-1.0444634365085097,-0.5860491451476112,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1
10330,0.6841799754962734,-0.9195600857574966,-0.19334267699165483,-0.8934675245751388,0.365716891041475,-0.5258292517799524,0.8964467160953579,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
6258,0.16608151907852592,-0.6726518686941085,-1.422889503784736,-0.6434505107423871,-0.0751157410056269,-0.785146344144231,1.0446963022196547,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
4426,-1.676046325962354,-0.42574365163072053,-1.2059106519977218,1.3879377266487203,-0.33760431903126986,-0.785146344144231,-1.030797903520502,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
4231,0.3387810045511084,0.3643626429721211,-0.04869010913364527,-1.2997451720533604,0.32655528867474537,-0.785146344144231,0.4516979577224671,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0
7864,0.3387810045511084,1.4013771546383509,-0.9166055162817026,1.2629292197323445,-0.037012560324483586,2.585975856591391,-0.734298731271908,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1432,-0.006617966394056577,-0.5738885818687534,0.4575938783693882,-1.1434845384078904,0.21277495747411157,-0.26651215941567374,0.7481971299710609,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1997,0.8568794609688559,0.26559935614676594,-0.12101639306265005,-0.705954764200575,0.21436259000249405,-0.007195067051395136,0.8964467160953579,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0
6005,0.5114804900236909,0.06807278249605551,-0.2656689609206596,-1.2372409185951725,0.3432254302227448,-0.26651215941567374,0.006949199349576417,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
10645,0.2812145093935809,0.31498099955944353,-0.12101639306265005,-0.705954764200575,-0.07458653016283374,-0.785146344144231,0.4516979577224671,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
6295,-0.9276818889144965,1.2038505809876403,0.24061502658237385,0.7003909386086532,-0.25266597876289015,-0.785146344144231,-0.4377995590233143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
6693,-0.870115393756969,0.46312592979747635,0.7468990140854073,0.2628611644013377,-0.2182672739813049,-1.0444634365085097,-0.882548317396205,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
9760,-1.8487458114349362,-1.8084296671856934,-1.3505632198557314,0.16910478421405586,-0.1306828794989594,2.0673416718628337,-1.3272970757690956,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0
1235,-0.17931745186663905,0.11745442590873312,1.3255092855174455,0.5128781782340894,0.06036223474954432,-0.5258292517799524,-0.882548317396205,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1
8052,-1.0428148792295515,1.5495220848763835,0.4575938783693882,1.3254334731905324,-0.5254741682230116,1.8080245794985552,-0.882548317396205,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
839,0.5114804900236909,-1.4627581632969502,-1.2059106519977218,-1.674770692802488,0.11196029192192515,1.0300733024057194,0.1551987854738733,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,3
8234,-1.330647355017189,0.8087974336862196,-0.2656689609206596,0.6066345584213714,-0.30558706304225386,-0.785146344144231,-0.4377995590233143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
10064,-1.3882138501747165,0.8581790770988972,-0.9166055162817026,0.9191558257123109,-0.2629855901973687,-1.0444634365085097,-0.4377995590233143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
10370,-1.6184798308048265,0.06807278249605551,1.180856717659436,0.2941132911304317,-0.5961238157359611,-1.0444634365085097,-1.1790474896447989,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
8012,0.5690469851812184,-0.9689417291701742,-0.7719529484236931,-1.1434845384078904,0.577930439001723,1.0300733024057194,1.0446963022196547,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3,3
11228,0.16608151907852592,-0.1788354345673325,0.3852675944403834,0.9816600791704989,0.19451718339773266,-0.5258292517799524,-0.4377995590233143,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
10219,0.05094852876347092,-0.1788354345673325,0.16828874265336907,-1.0497281582206086,0.28659987004382603,-0.007195067051395136,0.7481971299710609,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0
1830,-0.6974159082843865,0.8087974336862196,5.231128617683703,1.0441643326286867,-0.6667734632489136,1.289390394769998,0.006949199349576417,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
1498,2.583874315694681,1.993956875590482,3.712276655174603,1.2941813464614385,-0.07749718979819611,2.0673416718628337,-0.2895499728990174,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
2442,1.5476774028591858,-0.9689417291701742,-0.33799524484966437,-1.0184760314915147,-0.6609521439781829,-0.5258292517799524,1.0446963022196547,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0
12421,0.6841799754962734,0.018691139083377908,-0.5549740966366787,-0.8934675245751388,-0.18863146678486112,0.7707562100414407,0.4516979577224671,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0
451,0.3963474997086359,1.3026138678129955,0.3852675944403834,0.3878696713177136,0.10164068048744959,-0.785146344144231,-0.882548317396205,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1
6976,-1.330647355017189,0.1668360693214107,0.8192252980144121,-0.04966010288960187,-0.5260033790658047,-1.0444634365085097,-1.3272970757690956,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
11499,0.2812145093935809,-2.0553378842490813,-0.04869010913364527,-1.487257932427924,0.2609331441683339,1.289390394769998,0.8964467160953579,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3
10566,-0.23688394702416657,0.06807278249605551,-1.0612580841397121,0.8253994455250291,0.3887375627029953,-0.5258292517799524,0.7481971299710609,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,3
11829,2.238475344749516,0.6112708600355091,2.482729828381522,1.70045899393966,-0.09813641266715024,2.585975856591391,-1.1790474896447989,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1
10919,-0.2944504421816941,0.4137442863847987,0.529920162298393,-0.2996771167223536,0.3471945115436965,-0.007195067051395136,0.8964467160953579,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0
10702,1.0871454415989659,-0.5245069384560758,-1.2059106519977218,-1.581014312615206,0.44033561987537617,1.0300733024057194,0.5999475438467641,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3,3
46,0.7993129658113284,-0.1294537911546549,-0.12101639306265005,-1.1122324116787965,0.217537855059256,-0.26651215941567374,0.1551987854738733,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
4382,0.7417464706538008,-0.1294537911546549,-1.2059106519977218,-1.4247536789697361,0.49749039089709113,1.0300733024057194,0.4516979577224671,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3
5322,0.3387810045511084,-0.2775987213926877,-0.9166055162817026,-0.9247196513042328,0.08708738231062275,-0.26651215941567374,0.8964467160953579,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0
11830,0.7993129658113284,1.7964303019397716,-0.9166055162817026,0.856651572254123,0.13418714731925876,-0.5258292517799524,-1.1790474896447989,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0
5564,0.5114804900236909,-0.030690504329299696,-0.9166055162817026,-1.4247536789697361,0.31332501760490444,1.5487074871342765,0.006949199349576417,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3
